node	isRegulator	AnimalTFDB	RegNetwork
FRK	-	-	-
CD28	-	-	-
FGR	-	-	-
CBLC	-	-	-
DAB2	+	-	+
CHMP2A	-	-	-
CHMP2B	-	-	-
PLOD3	-	-	-
EHMT1	+	CRF	+
BRPF3	+	-	+
ELK1	+	TF	+
DUSP9	-	-	-
DUSP6	-	-	-
DUSP1	-	-	-
FOSL1	+	TF	+
DDIT3	+	TF	+
ELK4	+	TF	+
CDC25B	-	-	-
DUSP2	-	-	-
FOSL2	+	TF	+
DUSP4	-	-	-
GNAO1	-	-	-
DUSP8	-	-	-
DUSP16	-	-	-
DUSP7	-	-	-
HSPB1	-	-	-
HMOX1	-	-	-
KHSRP	-	-	-
CYBB	-	-	-
CYBA	-	-	-
HIF1A	+	-	+
KRT8	-	-	-
CASP1	-	-	-
BMI1	+	TcF	+
HSPB2	-	-	-
GADD45A	-	-	-
DUSP5	-	-	-
CEBPB	+	TF	+
LEF1	+	TF	+
MITF	+	TF	+
MEOX1	+	TF	+
EYA2	+	TcF	+
LBR	-	-	-
HSD17B7	-	-	-
PPIL2	-	-	-
MAD2L2	-	-	-
HDGF	+	TcF	+
CRABP2	+	-	+
SUGP1	+	-	+
U2AF1	-	-	-
DDX39	-	-	-
CCAR1	+	TcF	-
PABPN1	-	-	-
SRSF9	+	-	+
RBMX2	-	-	-
CPSF7	-	-	-
U2AF1L4	-	-	-
HNRNPF	-	-	-
CPSF2	-	-	-
HNRNPH2	-	-	-
PCBP1	-	-	-
SRSF4	-	-	-
U2AF2	-	-	-
KHDRBS1	+	-	+
HNRNPH1	-	-	-
DDX39B	-	-	-
SRSF7	-	-	-
BUD13	-	-	-
1700112E06RIK	-	-	-
PCBP2	-	-	-
LRRC51	-	-	-
SRPK2	-	-	-
SRSF2	+	TcF	+
QK	-	-	-
SRSF5	+	-	+
SRSF11	-	-	-
SRSF3	+	-	+
SRSF6	+	-	+
SF1	+	TcF	+
SRRM1	+	-	+
SNRPE	-	-	-
THOP1	-	-	-
MYB	+	TF	+
NSMCE2	-	-	-
HSPA8	-	-	-
SGTA	-	-	-
GET4	-	-	-
IKZF5	-	-	-
ASNA1	-	-	-
ITGB1	-	-	-
ADAM2	-	-	-
ZP1	-	-	-
ZP2	-	-	-
ZP3	-	-	-
CRYAB	-	-	-
HSF1	+	TF	+
DAXX	+	TcF	+
HSPA1A	-	-	-
PPP1CB	-	-	-
AQP2	-	-	-
PLIN1	-	-	-
ABCC8	-	-	-
PDE4C	-	-	-
PDE4A	-	-	-
PLN	-	-	-
PGR	+	TF	+
MYO5B	-	-	-
PFKFB1	-	-	-
KCNU1	-	-	-
PPP1CC	-	-	-
PDE4B	-	-	-
PDE4D	-	-	-
KCNJ11	-	-	-
KCNMA1	-	-	-
IDUA	-	-	-
ASB6	+	-	+
SH2B2	-	-	-
ABCF1	-	-	-
CAPZA2	-	-	-
ACTR3	-	-	-
ACTBL2	-	-	-
ACTG2	-	-	-
CFL2	-	-	-
DSTN	-	-	-
CAPZB	-	-	-
CFL1	-	-	-
UBE2K	+	TcF	-
EBF1	+	TF	+
FBXW7	-	-	-
PRDX2	-	-	-
PARK7	-	-	-
PRDX1	-	-	-
PELP1	-	-	-
SENP3	-	-	-
CHCHD4	-	-	-
LAS1L	-	-	-
CDC20	-	-	-
SPC25	-	-	-
AURKB	-	-	-
CENPP	-	-	-
CENPK	+	-	+
SGOL1	-	-	-
INCENP	-	-	-
CDCA5	-	-	-
NUF2	-	-	-
CASC5	-	-	-
BUB1	-	-	-
KNTC1	+	-	+
CENPN	-	-	-
BUB1B	-	-	-
MIS12	-	-	-
CENPH	-	-	-
BIRC5	-	-	-
CENPI	-	-	-
SPC24	-	-	-
DSN1	-	-	-
CENPF	+	TcF	-
DERL1	-	-	-
UBOX5	-	-	-
UFD1L	-	-	-
NPLOC4	-	-	-
UBXN8	-	-	-
UBE2N	-	-	-
UBE4B	-	-	-
PLAA	-	-	-
UBE3A	+	TcF	-
SPATA5	-	-	-
UBXN7	-	-	-
UBE4A	-	-	-
SYVN1	-	-	-
FAF2	-	-	-
APBA3	-	-	-
APBB1	+	TcF	+
APBB2	+	-	+
FGF22	-	-	-
FGFR4	-	-	-
FGF5	-	-	-
FGF21	-	-	-
FGF1	-	-	-
FGF7	-	-	-
FGF14	-	-	-
FGF12	-	-	-
FGF11	-	-	-
FGF3	-	-	-
SOD2	-	-	-
PRDX5	-	-	-
APAF1	-	-	-
MLH3	-	-	-
MLH1	-	-	-
LIG4	-	-	-
FBXO11	-	-	-
MLX	+	TF	+
SLC6A3	-	-	-
SNAP29	-	-	-
CPLX2	-	-	-
SNAP25	-	-	-
SLC6A1	-	-	-
RAB3A	-	-	-
CPLX1	-	-	-
DNAJC5	-	-	-
SNCA	-	-	-
SNAP23	-	-	-
LAMC1	-	-	-
ELANE	-	-	-
LAMB2	-	-	-
MMP14	-	-	-
HSPG2	-	-	-
DECR1	-	-	-
ATXN1	-	-	-
HIVEP2	+	TF	+
IL27	-	-	-
DYNLL1	-	-	-
PKIA	-	-	-
CEP78	-	-	-
ADRB1	-	-	-
MYL10	-	-	-
DNAJB1	-	-	-
CELF1	-	-	-
NDUFS2	-	-	-
NDUFA2	-	-	-
NDUFA1	-	-	-
NDUFS3	-	-	-
NDUFB9	-	-	-
NDUFA6	-	-	-
NDUFB4	-	-	-
NDUFA5	-	-	-
NDUFB8	-	-	-
NDUFS1	-	-	-
NDUFB3	-	-	-
NDUFA10	-	-	-
NDUFAF1	-	-	-
NDUFA4	-	-	-
NDUFC2	-	-	-
NDUFAB1	-	-	-
NDUFB7	-	-	-
NDUFC1	-	-	-
NDUFA7	-	-	-
NDUFB10	-	-	-
NDUFA8	-	-	-
NDUFAF3	-	-	-
1700029P11RIK	-	-	-
COX5B	-	-	-
NDUFA9	-	-	-
NDUFB6	-	-	-
NDUFA13	-	-	-
NDUFB11	-	-	-
NDUFB5	-	-	-
NDUFA12	-	-	-
CYP17A1	-	-	-
CYP2B13	-	-	-
SERTAD1	+	-	+
NANOG	+	TF	+
TRIM28	+	TcF	+
MDM2	+	CRF	-
CCT8	-	-	-
CBX3	+	-	+
SUMO1	-	-	-
CBX5	+	CRF	-
RBX1	-	-	-
NAE1	-	-	-
DCUN1D2	-	-	-
RNF7	-	-	-
TST	-	-	-
UBA3	-	-	-
SAE1	-	-	-
DCUN1D1	-	-	-
CSNK2B	-	-	-
NEB	-	-	-
CABP5	-	-	-
SNX1	-	-	-
SNX2	-	-	-
MTHFD2	-	-	-
ALDH1L2	-	-	-
MTHFD1	-	-	-
ATIC	-	-	-
ALDH1L1	-	-	-
AMT	-	-	-
MTHFD1L	-	-	-
MTFMT	-	-	-
GATA2	+	TF	+
GRB7	-	-	-
ANGPT1	-	-	-
CD9	-	-	-
GRAP2	-	-	-
IL3RA	-	-	-
TOMM40L	-	-	-
TOMM20L	-	-	-
TOMM22	-	-	-
SAMM50	-	-	-
MTX1	-	-	-
MTX3	-	-	-
TIMM50	-	-	-
TOMM20	-	-	-
NR1I3	+	TF	+
NCOA1	+	TcF	+
CNOT6	+	TcF	+
PAN2	-	-	-
PABPC4	-	-	-
PABPC1L	-	-	-
CNOT6L	+	-	+
CS	-	-	-
ACO2	-	-	-
ACO1	-	-	-
ADK	-	-	-
AQR	-	-	-
SH2D1A	-	-	-
CTCF	+	TF	+
ATRX	-	-	-
AGRP	-	-	-
ITK	-	-	-
PTK2B	-	-	-
VAV1	-	-	-
PTPRC	-	-	-
PIK3R3	-	-	-
LAT	-	-	-
4930544G11RIK	-	-	-
ARHGAP30	-	-	-
SOS1	+	-	+
TEC	-	-	-
PLCG2	-	-	-
EZH2	+	CRF	+
DOCK1	-	-	-
SHC1	-	-	-
PLCG1	-	-	-
KITL	-	-	-
SH3KBP1	-	-	-
TXK	-	-	-
NCK1	-	-	-
SH3BP2	-	-	-
CD79B	-	-	-
PSMB4	-	-	-
PSMA6	-	-	-
COPS2	+	TcF	+
PSMA7	-	-	-
CKS1B	-	-	-
OAZ3	-	-	-
POMP	-	-	-
PSMA1	-	-	-
PSMB10	-	-	-
PSMA4	-	-	-
PSMA8	-	-	-
ADRM1	-	-	-
PSMA5	-	-	-
PSMB3	-	-	-
HECW1	-	-	-
GM973	-	-	-
PSMA3	-	-	-
PSMA2	-	-	-
PSMB11	-	-	-
OAZ2	-	-	-
OAZ1	-	-	-
IGFBP3	-	-	-
IGFALS	-	-	-
IGF2	-	-	-
SQRDL	-	-	-
BLOC1S1	-	-	-
BLOC1S5	-	-	-
BLOC1S4	-	-	-
BLOC1S6	-	-	-
BLOC1S3	-	-	-
ADH5	-	-	-
LTBR	-	-	-
TNFRSF14	-	-	-
PTH1R	-	-	-
LHCGR	-	-	-
GHRH	-	-	-
FSHR	-	-	-
PTH	-	-	-
GIP	-	-	-
CNGA2	-	-	-
ERGIC2	-	-	-
LPL	-	-	-
ANKRD1	+	TcF	+
ESR2	+	TF	+
GAST	-	-	-
EDN1	-	-	-
OXT	-	-	-
TRH	-	-	-
GNRH1	+	-	+
CYP2D26	-	-	-
CCR7	-	-	-
EFNA3	-	-	-
EPHB3	-	-	-
RCN1	-	-	-
TRAP1	-	-	-
AHSA2	-	-	-
AHSA1	-	-	-
TERT	-	-	-
STIP1	-	-	-
PINK1	-	-	-
PTGES3	-	-	-
SUGT1	-	-	-
PTGES3L	-	-	-
BNIP1	-	-	-
SNF8	-	-	-
CHMP6	-	-	-
CHMP4C	-	-	-
CHMP4B	-	-	-
CHMP3	-	-	-
RAB36	-	-	-
VPS52	-	-	-
VPS51	-	-	-
VPS53	-	-	-
COL18A1	-	-	-
INPP5K	-	-	-
ABL2	-	-	-
BCAR1	-	-	-
LRWD1	-	-	-
TEAD4	+	TF	+
BIRC6	-	-	-
TOPBP1	-	-	-
IRF8	+	TF	+
FBLIM1	-	-	-
CTSG	-	-	-
EPO	-	-	-
LATS2	-	-	-
LATS1	-	-	-
CDC14B	-	-	-
CDC14A	-	-	-
TEP1	-	-	-
SPO11	+	-	+
PARP4	-	-	-
ARPC2	-	-	-
ACTR6	-	-	-
ARPC1A	-	-	-
ARPC1B	-	-	-
ACTR3B	-	-	-
UPK1A	-	-	-
RPS9	-	-	-
RPS7	-	-	-
PPP2R2A	-	-	-
RPS8	-	-	-
RPS6	-	-	-
GGCT	-	-	-
ANAPC1	-	-	-
ANAPC16	-	-	-
ANAPC11	-	-	-
ANAPC2	-	-	-
ANAPC4	-	-	-
ANAPC7	-	-	-
ANAPC13	-	-	-
CDC16	-	-	-
ANAPC10	-	-	-
BUB3	-	-	-
ANAPC5	-	-	-
CCNF	-	-	-
ADAMTS4	-	-	-
PVRL3	-	-	-
IGSF11	-	-	-
PVRL1	-	-	-
PVRL4	-	-	-
PVRL2	-	-	-
MLLT4	-	-	-
AGMAT	-	-	-
SMS	-	-	-
ODC1	-	-	-
EFNA4	-	-	-
ACP1	-	-	-
EFNA5	-	-	-
PRL3C1	-	-	-
PRL7A2	-	-	-
PDHX	-	-	-
PDHB	-	-	-
PDHA1	-	-	-
DLAT	-	-	-
PDHA2	-	-	-
PRTN3	-	-	-
MVD	-	-	-
IDI2	-	-	-
FDPS	-	-	-
IDI1	-	-	-
HMGCS1	-	-	-
WNT3A	+	TcF	-
WNT1	-	-	-
WNT16	-	-	-
WNT6	-	-	-
WNT4	+	TcF	-
WNT5A	-	-	-
WNT5B	-	-	-
ATP7B	-	-	-
ATOX1	-	-	-
SLC4A1	-	-	-
CAR2	-	-	-
EPB4.1	-	-	-
ADA	-	-	-
ADSL	-	-	-
APRT	-	-	-
CDK20	-	-	-
DDX11	-	-	-
CD2AP	-	-	-
NPHS1	-	-	-
KIRREL2	-	-	-
NCK2	-	-	-
KIRREL	-	-	-
KIRREL3	-	-	-
LRIT1	-	-	-
IQGAP1	-	-	-
LRIT3	-	-	-
APLP1	-	-	-
USP19	-	-	-
RNF123	-	-	-
DHFR	-	-	-
CHTF18	-	-	-
BRCA1	+	TcF	+
CDC25C	-	-	-
CDK11B	-	-	-
PIP4K2A	-	-	-
PIKFYVE	-	-	-
B4GALNT1	-	-	-
B3GALT4	-	-	-
METTL1	-	-	-
TDO2	-	-	-
HCN1	-	-	-
ACAT2	-	-	-
METTL3	-	-	-
METTL14	-	-	-
1110037F02RIK	-	-	-
WT1	+	TF	+
SOD1	-	-	-
ATP2A2	-	-	-
POLG	-	-	-
IK	-	-	-
CBY1	-	-	-
BMPR1A	-	-	-
BCL9	-	-	-
BCL9L	+	TcF	-
CTBP1	+	TcF	+
CHD8	+	CRF	+
CSNK1A1	-	-	-
BMP7	-	-	-
BMP5	-	-	-
CHRD	-	-	-
BMP6	-	-	-
PSMD11	-	-	-
PSMB6	-	-	-
PSMD12	-	-	-
PSMB5	-	-	-
PSMB8	-	-	-
PSMD1	-	-	-
PSMB7	-	-	-
DNAJA1	-	-	-
PSMD10	-	-	-
LNPEP	-	-	-
AI314180	-	-	-
PSMB9	-	-	-
AP2M1	-	-	-
AP2A1	-	-	-
DNAJB6	-	-	-
DNAJB9	-	-	-
HSPA1L	-	-	-
DNAJC3	-	-	-
DNAJC5B	-	-	-
DNAJB4	-	-	-
DNAJA2	-	-	-
HSBP1	+	TcF	+
GAK	-	-	-
4930503B20RIK	-	-	-
DNAJA3	-	-	-
DNAJB13	-	-	-
DNAJA4	-	-	-
DNAJB2	-	-	-
DNAJB5	-	-	-
DNAJB7	-	-	-
DNAJB3	-	-	-
DNAJC21	-	-	-
ARSA	-	-	-
DCP2	-	-	-
EDC3	-	-	-
DCP1B	-	-	-
KRT14	-	-	-
KRT1	-	-	-
MCM9	-	-	-
POLD2	-	-	-
PMS2	-	-	-
GEN1	-	-	-
MYH3	-	-	-
DMD	-	-	-
MYBPC1	-	-	-
MYBPC3	-	-	-
MYBPC2	-	-	-
KRT19	-	-	-
ATP12A	-	-	-
KISS1	-	-	-
STRADA	-	-	-
STK25	-	-	-
AKR1B7	-	-	-
MRPL40	-	-	-
MRPL46	-	-	-
MRPL49	-	-	-
MRPL47	-	-	-
MRPL43	-	-	-
PPFIA2	-	-	-
PPME1	-	-	-
IGBP1	-	-	-
INTS1	-	-	-
CTTNBP2NL	-	-	-
CTTNBP2	-	-	-
FGFR1OP	-	-	-
MOB4	-	-	-
PDCD10	-	-	-
PPFIA1	-	-	-
TERF1	+	TF	-
STAG3	-	-	-
FKBP6	-	-	-
ACD	-	-	-
TERF2IP	-	-	-
STAG2	-	-	-
POT1B	-	-	-
POT1A	-	-	-
STAG1	-	-	-
TERF2	+	TF	-
GTPBP3	-	-	-
TGFBR1	-	-	-
OCLN	-	-	-
GDF11	-	-	-
SERPINE2	-	-	-
SMAD9	+	TF	+
SMAD6	+	TF	+
PPP1R15A	-	-	-
SMAD5	+	TF	+
BSG	-	-	-
AIFM1	-	-	-
EXOSC3	-	-	-
EXOSC2	-	-	-
ELAVL1	-	-	-
TCF12	+	TF	+
TCF4	+	TF	+
TCF3	+	TF	+
PRKCZ	-	-	-
DIAP2	-	-	-
CIT	-	-	-
RAP1B	-	-	-
MPRIP	-	-	-
PRKG1	-	-	-
PXN	-	-	-
RAP1A	-	-	-
RALGDS	-	-	-
PIP5K1C	-	-	-
ARHGEF17	-	-	-
PTK2	-	-	-
NOS1	-	-	-
DIAP3	-	-	-
OMG	-	-	-
HNRNPA0	-	-	-
FTSJ3	-	-	-
NVL	-	-	-
POLR3F	+	TcF	+
RBM19	-	-	-
POLR3G	-	-	-
DDX10	-	-	-
DDX49	-	-	-
ID3	+	TF	+
MYL2	-	-	-
MYL1	-	-	-
MYOZ2	-	-	-
CSRP3	+	-	+
TCAP	-	-	-
MYL3	-	-	-
MYH6	-	-	-
MYOZ1	-	-	-
ASCL1	+	TF	+
PAPOLA	+	-	+
DHX8	-	-	-
HNRNPUL1	+	-	+
CPSF1	-	-	-
NHP2L1	-	-	-
CARHSP1	+	TF	-
FUT1	-	-	-
ABO	-	-	-
MGST1	-	-	-
MYO5C	-	-	-
RAB11FIP5	-	-	-
RAB11FIP2	-	-	-
PI4KB	-	-	-
UBQLN4	-	-	-
EIF3J1	-	-	-
EIF3J2	-	-	-
EIF1A	-	-	-
EIF1AX	-	-	-
GM5662	-	-	-
GM2016	-	-	-
NMD3	-	-	-
AAMP	-	-	-
H2AFY	-	-	-
H2AFY2	-	-	-
ANKRA2	+	-	+
RALA	-	-	-
KIF3B	-	-	-
ARF6	-	-	-
RAB13	-	-	-
KIF3A	-	-	-
CKMT2	-	-	-
VDAC2	-	-	-
PPIF	-	-	-
HSPD1	-	-	-
TOMM40	-	-	-
SLC25A4	-	-	-
VDAC1	-	-	-
VPS72	+	CRF	-
EPC1	+	TcF	+
ING3	+	CRF	+
RUVBL1	+	CRF	+
RUVBL2	+	CRF	+
CFDP1	-	-	-
INO80	-	-	-
MEAF6	-	-	-
SRCAP	-	-	-
TRRAP	+	CRF	+
KAT5	+	CRF	+
GABPA	+	TF	+
STK38	-	-	-
BMP10	-	-	-
ACVR1	-	-	-
ACVR2A	-	-	-
DCTN4	-	-	-
DYNC1LI2	-	-	-
AMOT	-	-	-
DYNC1I1	-	-	-
CABP7	-	-	-
LUC7L3	-	-	-
LUC7L2	-	-	-
SNRPN	-	-	-
SNRPG	-	-	-
LUC7L	-	-	-
DERL3	-	-	-
DGCR8	-	-	-
DDX17	+	TcF	-
UBXN6	-	-	-
RANBP3L	-	-	-
RANGAP1	-	-	-
VPS39	-	-	-
RANBP1	-	-	-
RASL2-9	-	-	-
ITPR3	-	-	-
MMP13	-	-	-
MMP8	-	-	-
MMP7	-	-	-
MMP15	-	-	-
MMP10	-	-	-
MMP1A	-	-	-
MMP3	-	-	-
MMP1B	-	-	-
TIMP1	-	-	-
ANKS4B	-	-	-
USH1C	-	-	-
PCDH15	-	-	-
CDH23	-	-	-
MYO7A	-	-	-
MYO7B	-	-	-
RNGTT	-	-	-
KCNQ1	-	-	-
KCNE3	-	-	-
KCNH3	-	-	-
KCNH5	-	-	-
KCNH2	-	-	-
KCNE2	-	-	-
KCNH8	-	-	-
KCNE1	-	-	-
KCNH7	-	-	-
KCNH1	-	-	-
KCNH4	-	-	-
SRP14	-	-	-
CCNL1	-	-	-
BRDT	+	CRF	+
AFF1	+	TF	-
AFF4	+	TF	+
CCNK	-	-	-
BRD4	+	CRF	-
MKL2	+	TcF	+
GALNT6	-	-	-
C1GALT1C1	-	-	-
GALNT13	-	-	-
GCNT1	-	-	-
B3GNT6	-	-	-
TAF7L	+	TcF	-
TAF11	+	TcF	+
TAF5	+	CRF	+
TAF12	+	CRF	-
TADA3	+	CRF	+
TAF4A	+	TcF	+
TAF2	-	-	-
TAF6	+	TcF	+
TAF5L	+	TcF	+
TAF1	+	CRF	+
TAF10	+	CRF	+
TAF13	+	-	+
TAF4B	+	TcF	-
TAF6L	+	TcF	+
MKNK1	-	-	-
EIF4EBP1	-	-	-
IGBP1B	-	-	-
SYCP2	-	-	-
TFCP2	+	TF	+
MDH2	-	-	-
NDUFV2	-	-	-
SNAP47	-	-	-
FRZB	-	-	-
NKD1	-	-	-
GBX2	+	TF	-
KDSR	-	-	-
HMMR	-	-	-
NPRL2	-	-	-
GNAT1	-	-	-
CNGA1	-	-	-
GLE1	-	-	-
EIF4A3	-	-	-
DDX25	-	-	-
DDX19A	-	-	-
NUP188	-	-	-
DDX19B	-	-	-
LSG1	-	-	-
MCM3AP	-	-	-
SNRPF	-	-	-
CAML	-	-	-
FDX1L	-	-	-
2700060E02RIK	-	-	-
AI597479	-	-	-
CUL4A	-	-	-
COPS6	-	-	-
DCUN1D5	-	-	-
CUL5	-	-	-
CUL4B	-	-	-
DCUN1D4	-	-	-
CUL2	-	-	-
COG8	-	-	-
MRPL51	-	-	-
MRPL52	-	-	-
CUL7	-	-	-
KANSL1	-	-	-
KANSL3	-	-	-
KANSL2	-	-	-
DAZL	-	-	-
NOTCH4	+	-	+
NOTCH1	-	-	-
NOTCH2	+	-	+
NOTCH3	+	-	+
NRG4	-	-	-
ACAA1B	-	-	-
PIP4K2C	-	-	-
PIP4K2B	-	-	-
PIP5K1B	-	-	-
ITPR1	-	-	-
PI4KA	-	-	-
INPP5J	-	-	-
PIP5KL1	-	-	-
PIK3C2B	-	-	-
DGKI	-	-	-
PIP5K1A	-	-	-
DGKZ	-	-	-
PIK3C2G	-	-	-
PLCD1	-	-	-
INPP5E	-	-	-
PIK3C2A	-	-	-
ELOVL2	-	-	-
ELOVL5	-	-	-
FADS1	-	-	-
ASZ1	-	-	-
APIP	-	-	-
OGDHL	-	-	-
DHTKD1	-	-	-
OGDH	-	-	-
SLC2A2	-	-	-
BDP1	+	TcF	+
VIP	-	-	-
TSHR	-	-	-
PTH2	-	-	-
PTHLH	-	-	-
RXFP2	-	-	-
RXFP1	-	-	-
SCT	-	-	-
DHDH	-	-	-
2210010C04RIK	-	-	-
CPB1	-	-	-
CELA3B	-	-	-
DENND1C	-	-	-
PGAM1	-	-	-
ENO3	-	-	-
ENO1	+	TcF	-
SNAPC2	+	-	+
SNAPC1	+	-	+
DHDDS	-	-	-
GSC2	+	TF	+
MOGAT1	-	-	-
WNT7A	-	-	-
WNT8A	-	-	-
WNT7B	-	-	-
GDF3	-	-	-
LIN28A	+	TF	+
ESRRB	+	TF	+
DLGAP5	-	-	-
ASPM	-	-	-
AURKC	-	-	-
UBE2I	+	TcF	-
RPA2	-	-	-
PHOX2B	+	TF	+
TNPO2	-	-	-
TNPO1	-	-	-
CD209A	-	-	-
C1QA	-	-	-
STK3	-	-	-
STRN3	-	-	-
SIKE1	-	-	-
SLMAP	-	-	-
STK24	-	-	-
FGFR1OP2	-	-	-
STRN	-	-	-
AMOTL1	-	-	-
JARID2	+	TF	+
NSD1	+	TcF	+
ATP6AP1	-	-	-
ATP6AP2	-	-	-
ARIH2	-	-	-
ADH4	-	-	-
IGF2BP1	-	-	-
COMMD10	-	-	-
COMMD7	-	-	-
ADSS	-	-	-
ADSSL1	-	-	-
ALDH18A1	-	-	-
ASS1	-	-	-
NDFIP1	-	-	-
IRS1	-	-	-
MAST2	-	-	-
PEA15A	-	-	-
TIMM13	-	-	-
TIMM10	-	-	-
MYL12A	-	-	-
MYLPF	-	-	-
CAMKK1	-	-	-
MYL7	-	-	-
CDYL	+	CRF	-
CDYL2	-	-	-
BRD1	-	-	-
BRPF1	+	TcF	+
ABCA4	-	-	-
ERLIN2	-	-	-
MYH8	-	-	-
DES	-	-	-
MYH7	-	-	-
CYP3A16	-	-	-
CYP3A13	-	-	-
CYP3A11	-	-	-
CBR3	-	-	-
CBR1	-	-	-
CYP3A25	-	-	-
CYP3A44	-	-	-
CYP2B10	-	-	-
CYP2B9	-	-	-
APBB1IP	-	-	-
PIGL	-	-	-
PIGC	-	-	-
DPM2	-	-	-
PIGA	-	-	-
PIGH	-	-	-
GLIS2	+	TF	+
COX6C	-	-	-
COX6A2	-	-	-
COX6B1	-	-	-
ATP5L	-	-	-
MERTK	-	-	-
LDHC	-	-	-
GOT1	-	-	-
GOT2	-	-	-
TSG101	+	TcF	+
PDCD6	-	-	-
MGRN1	-	-	-
HGS	-	-	-
LRSAM1	-	-	-
RHPN2	-	-	-
PTPN23	-	-	-
CEP55	-	-	-
NR3C2	+	TF	+
RHPN1	-	-	-
HPS5	-	-	-
F12	-	-	-
KNG1	-	-	-
HRG	-	-	-
PLAT	-	-	-
CFD	-	-	-
KNG2	-	-	-
RTN4	-	-	-
CSF1	-	-	-
CHFR	-	-	-
HOXA2	+	TF	+
EDF1	+	TcF	+
TADA2A	+	TF	-
POLR3H	+	-	+
RRN3	+	TcF	-
DRAP1	+	TcF	-
TAF3	-	-	-
GTF3C5	+	-	+
TADA2B	+	TF	-
TAF1D	+	TcF	-
SNAPC4	+	TF	+
GTF3C4	+	-	+
POLR3K	+	-	+
TAF8	-	-	-
TAF7	+	CRF	+
HMGB2	+	TF	+
TAF1B	+	-	+
TAF9	+	CRF	+
HMGB1	+	TF	-
GTF3C2	+	-	+
TAF1C	+	TcF	+
TAF1A	+	TcF	+
4933416C03RIK	-	-	-
BTAF1	+	TcF	+
TAF9B	+	TcF	-
GTF2A2	+	TcF	-
GTF3A	+	TF	-
KLHL12	-	-	-
CRB2	-	-	-
FHOD1	-	-	-
E2F4	+	TF	+
SURF4	-	-	-
ELN	-	-	-
TRAPPC2L	-	-	-
GALNS	-	-	-
CEBPA	+	TF	+
HPGDS	-	-	-
FBXW5	-	-	-
FBXO25	-	-	-
BRE	-	-	-
EIF4EBP2	-	-	-
EIF4EBP3	-	-	-
LRRK1	-	-	-
ALDH1A3	-	-	-
ACSS1	-	-	-
ACSS2	-	-	-
ABAT	-	-	-
CNKSR3	-	-	-
MTMR1	-	-	-
BCAN	-	-	-
GADD45B	-	-	-
SH2D1B2	-	-	-
SH2D1B1	-	-	-
ENDOG	-	-	-
ELAC2	-	-	-
CLPX	-	-	-
MOV10L1	-	-	-
PLXND1	-	-	-
CD83	-	-	-
SLC6A19	-	-	-
SLC6A18	-	-	-
SLC6A20B	-	-	-
SLC7A9	-	-	-
GZMG	-	-	-
GZMB	-	-	-
CASP7	-	-	-
AGER	-	-	-
MFNG	-	-	-
JAG1	-	-	-
DTX1	+	TcF	+
MAML2	-	-	-
DTX4	-	-	-
FRAS1	-	-	-
NEURL1B	-	-	-
MAML1	+	TcF	+
JAG2	-	-	-
EGFL7	-	-	-
DTX2	-	-	-
NEURL1A	-	-	-
MAML3	+	TcF	+
RNF5	-	-	-
MOCS2	-	-	-
GPHN	-	-	-
MOCS1	-	-	-
IRX4	+	TF	-
GATA1	+	TF	+
FOXH1	+	TF	+
HAND1	+	TF	+
ETS2	+	TF	+
ITGB6	-	-	-
ITGB5	-	-	-
HOPX	+	TF	+
RPS6KA1	-	-	-
MYOCD	+	TcF	+
MKL1	+	TcF	+
GATA5	+	TF	+
ITGB4	-	-	-
DNAJB12	-	-	-
HSPA4	-	-	-
BAG3	-	-	-
BAG2	-	-	-
BAG5	-	-	-
CITED1	+	TcF	+
DNAJB8	-	-	-
DNAJB14	-	-	-
FTL1	-	-	-
DNAJC6	-	-	-
CLINT1	-	-	-
MRPL21	-	-	-
ACAA2	-	-	-
ACAA1A	-	-	-
POU5F1	+	TF	+
CHD7	+	TcF	+
CAPZA1	-	-	-
PLEKHO1	-	-	-
RAB5A	-	-	-
VPS16	-	-	-
VPS11	-	-	-
VPS18	-	-	-
PCBD1	+	TcF	+
QDPR	-	-	-
NR2E1	+	TF	+
RXRG	+	TF	+
NR1I2	+	TF	+
RARG	+	TF	+
RARB	+	TF	+
RARA	+	TF	+
NR1H4	+	TF	+
ADAMTSL4	-	-	-
RRBP1	-	-	-
1700024P04RIK	-	-	-
IL17B	-	-	-
IL17RB	-	-	-
ACTR8	-	-	-
ACTR5	-	-	-
FNTA	-	-	-
BAIAP2	-	-	-
NCKAP1L	-	-	-
BRK1	-	-	-
ARPC3	-	-	-
PPAP2A	-	-	-
CELSR1	-	-	-
FLI1	+	TF	+
COL7A1	-	-	-
LAMB3	-	-	-
COL17A1	-	-	-
CAMK1G	-	-	-
ATP5E	-	-	-
TUBB1	-	-	-
SLMO2	-	-	-
REV3L	-	-	-
UBE2A	-	-	-
RNF20	+	CRF	-
RNF40	-	-	-
UBA7	-	-	-
RFPL4	-	-	-
RAD18	-	-	-
SLC25A5	-	-	-
PTK6	-	-	-
MAU2	-	-	-
LNX2	-	-	-
IL19	-	-	-
DYRK3	-	-	-
MAPKAPK2	-	-	-
LSP1	-	-	-
ALOX5	-	-	-
ETV1	+	TF	+
IL10	-	-	-
CD63	-	-	-
LAMP2	-	-	-
GBA	-	-	-
CAND1	-	-	-
COPS7B	-	-	-
COPS7A	-	-	-
IFT20	-	-	-
TTLL12	-	-	-
BCL2L2	-	-	-
