node	isRegulator	AnimalTFDB	RegNetwork
DCD	-	-	-
HRNR	-	-	-
RPGRIP1L	-	-	-
ANKHD1	-	-	-
PASK	-	-	-
EPB4.1L5	-	-	-
CSRP1	-	-	-
ERMN	-	-	-
FABP5	-	-	-
IFT122	-	-	-
PPP1R21	-	-	-
DPP4	-	-	-
FKBP14	-	-	-
GOLGA4	-	-	-
2410089E03RIK	-	-	-
CCHCR1	-	-	-
EFHD2	-	-	-
FAM83H	-	-	-
HOOK2	-	-	-
GM10053	-	-	-
ENO1B	-	-	-
GM10116	-	-	-
CCDC102A	-	-	-
HSPBP1	-	-	-
ANKS6	-	-	-
HBA-A1	-	-	-
CCDC110	-	-	-
LOC100302368	-	-	-
NAGLU	-	-	-
GSDMA	-	-	-
NAV3	-	-	-
ABCA8B	-	-	-
HOXB9	+	TF	+
FAM161B	-	-	-
NEFM	-	-	-
ESYT1	-	-	-
CALY	-	-	-
KLHL4	-	-	-
1700007B14RIK	-	-	-
FEM1C	-	-	-
FRRS1	-	-	-
GOLGB1	-	-	-
KRT20	-	-	-
ANKRD13B	-	-	-
ANGPTL6	-	-	-
ABCA8A	-	-	-
DNAL1	-	-	-
E030002O03RIK	-	-	-
GM9799	-	-	-
FBXL13	-	-	-
GLT1D1	-	-	-
ADAM6B	-	-	-
CNTRL	-	-	-
GM13023	-	-	-
GM16519	-	-	-
H2-M9	-	-	-
CCIN	-	-	-
EML3	-	-	-
GM13125	-	-	-
EPPK1	-	-	-
DEAF1	+	TF	+
MTFR2	-	-	-
LZTS2	-	-	-
NAB2	+	TcF	+
GM4779	-	-	-
CAMKV	-	-	-
MCTP1	-	-	-
GRAMD1B	-	-	-
AK5	-	-	-
GM15800	-	-	-
SIK3	-	-	-
CALM3	-	-	-
CLIP2	-	-	-
PSD3	-	-	-
DMTN	-	-	-
EVL	-	-	-
HBB	-	-	-
ITPKA	-	-	-
KCTD16	-	-	-
GM5270	-	-	-
MADD	-	-	-
ROGDI	-	-	-
OSBPL7	-	-	-
PDE1A	-	-	-
PDE1B	-	-	-
PADI2	-	-	-
RASGRF2	-	-	-
SBF1	-	-	-
SPTA1	-	-	-
SPTBN1	-	-	-
SPTBN2	-	-	-
SYNGAP1	-	-	-
TFG	-	-	-
TUFM	-	-	-
VAT1	-	-	-
WDR7	-	-	-
YWHAG	-	-	-
YWHAH	-	-	-
ARHGEF5	-	-	-
GCN1	-	-	-
NLRP5	-	-	-
HELT	+	TF	-
KCTD13	-	-	-
CAPNS1	-	-	-
RAB11FIP3	-	-	-
ALPHA-CAT	-	-	-
TAZ	-	-	-
VSX2	+	TF	+
STRA13	-	-	-
HUNK	-	-	-
SERTAD2	+	TcF	+
HOOK1	-	-	-
KLHL41	-	-	-
FERT2	-	-	-
CTF2	-	-	-
FSCB	-	-	-
HRS2	-	-	-
MAGI2	-	-	-
9130011E15RIK	-	-	-
AK1	-	-	-
ALDOART2	-	-	-
CAR3	-	-	-
NABP2	-	-	-
SYNGR3	-	-	-
SCAMP1	-	-	-
RND2	-	-	-
NEURL2	-	-	-
JAKMIP1	-	-	-
GABBR2	-	-	-
CYB5A	-	-	-
SPRY4	-	-	-
FDL	-	-	-
KLHL17	-	-	-
NEAT1	-	-	-
ARHGAP35	+	TcF	-
FKBP7	-	-	-
KNDC1	-	-	-
KAT6A	+	CRF	-
NAP1L2	+	-	+
UBE2W	-	-	-
AREL1	-	-	-
GABRB2	-	-	-
CAR1	-	-	-
MSX3	+	TF	-
TDGF1	-	-	-
SIGLECE	-	-	-
SUMF2	-	-	-
GLB1	-	-	-
SOX5	+	TF	+
RBM3	-	-	-
BAI1	-	-	-
FMN1	-	-	-
SCAND1	+	TcF	-
LGALS4	-	-	-
PDLIM7	-	-	-
MEI4	-	-	-
PDAP1	-	-	-
ANP32B	-	-	-
ATAD1	-	-	-
HMGB3	+	TF	-
NPM3	-	-	-
LMB1	-	-	-
BEX1	-	-	-
CXADR	-	-	-
PPP1R9A	-	-	-
CROCC	-	-	-
APPBP2	-	-	-
ALAS2	-	-	-
E2F8	+	TF	+
LANCL1	-	-	-
ADD2	-	-	-
ATP2B3	-	-	-
ACSBG1	-	-	-
2010300C02RIK	-	-	-
2310035C23RIK	-	-	-
KMT2B	+	CRF	-
ASUN	-	-	-
ETL4	-	-	-
MYEF2	+	-	+
BNC2	+	TF	-
EXOSC6	-	-	-
NSP1	-	-	-
SLC39A3	-	-	-
UXT	-	-	-
MAOA	-	-	-
TRIM72	-	-	-
P2RX4	-	-	-
ACOT13	-	-	-
MPP7	-	-	-
NUCB1	-	-	-
ABCC4	-	-	-
LRP6-B	-	-	-
DRD1	-	-	-
GRF2	-	-	-
PMEL	-	-	-
ZNRF3	-	-	-
OTULIN	-	-	-
HACE1	-	-	-
ACOT5	-	-	-
FBXL16	-	-	-
SKP1	-	-	-
GUCD1	-	-	-
TCL1	-	-	-
PJA1	-	-	-
RHBDD3	-	-	-
MAGEA1	-	-	-
MAGEF1	-	-	-
MAGEL2	-	-	-
5830415F09RIK	-	-	-
RNF128	-	-	-
KCTD20	-	-	-
KLHL40	-	-	-
KANK2	+	-	+
SESN2	-	-	-
ELF2	+	TF	-
FBXW14	-	-	-
ASCL4	+	TF	-
DDIT4L	-	-	-
KLF2	+	TF	+
KLF3	+	TF	+
APOH	-	-	-
DDAH1	-	-	-
INPP1	-	-	-
HSP70-2OS	-	-	-
CAPG	-	-	-
HEBP1	-	-	-
INMT	-	-	-
GPX1	-	-	-
EMV11	-	-	-
HBB-B2	-	-	-
CIDEC	-	-	-
MCD1	-	-	-
PPHLN1	-	-	-
RER1	-	-	-
ASCC1	-	-	-
TBX5	+	TF	+
DAF-12	-	-	-
RNF112	-	-	-
DYSF	-	-	-
PYCARD	-	-	-
HRD1	-	-	-
CDC53	-	-	-
ATG101	-	-	-
MYOF	-	-	-
CLEC16A	-	-	-
A830010M20RIK	-	-	-
SLC30A3	-	-	-
UBI4	-	-	-
DHRS7B	-	-	-
ABCF3	-	-	-
COPZ1	-	-	-
ABLIM1	-	-	-
CSRP2	-	-	-
CLIC1	-	-	-
AKAP2	-	-	-
CBWD1	-	-	-
CNDP2	-	-	-
BMP2K	-	-	-
DCAKD	-	-	-
BZW1	-	-	-
COMMD3	-	-	-
CLUH	-	-	-
BPNT1	-	-	-
CDC42BPG	-	-	-
AGK	-	-	-
ATP8	-	-	-
ANKFY1	-	-	-
9030624J02RIK	-	-	-
CGNL1	-	-	-
CEP170B	-	-	-
E430025E21RIK	-	-	-
AS3MT	-	-	-
CKAP4	-	-	-
CORO1B	-	-	-
CAPN6	-	-	-
COTL1	-	-	-
CE9	-	-	-
ARL8B	-	-	-
COPG1	-	-	-
PSAP	-	-	-
RLBP1	-	-	-
HCN3	-	-	-
SIVA1	-	-	-
CTSB	-	-	-
CTSL	-	-	-
IFI16	-	-	-
PDCL	-	-	-
MYOM1	-	-	-
CASP8AP2	-	-	-
TRIM17	-	-	-
TRAF7	-	-	-
IIGP1	-	-	-
COQ10A	-	-	-
LAPTM5	-	-	-
ANP32E	-	-	-
HIST1H2BC	-	-	-
HSD17B12	-	-	-
MRPL28	-	-	-
MRPS27	-	-	-
NIFK	-	-	-
APEH	-	-	-
MTDH	+	TcF	-
RNH1	-	-	-
RPL24	-	-	-
RPL32	-	-	-
RPL34	-	-	-
RPL36A	-	-	-
RPL7A-PS3	-	-	-
RPL9-PS7	-	-	-
RPS16-PS2	-	-	-
RPS27A-PS2	-	-	-
RPS3A1	-	-	-
RPS4L	-	-	-
RPS8-PS1	-	-	-
SND1	+	TcF	+
ESRP1	-	-	-
KIFAP3	-	-	-
TCF15	+	TF	-
CYS1	-	-	-
ATG1	-	-	-
DCP1	-	-	-
MPP2	-	-	-
MPP6	-	-	-
SCML2	+	-	+
GRSF1	-	-	-
AHNAK2	-	-	-
PARP12	-	-	-
MLXIP	+	TF	+
TSPO	-	-	-
HINT1	-	-	-
UNK	-	-	-
SERINC1	-	-	-
MINOS1	-	-	-
TMEM30A	-	-	-
COMMD6	-	-	-
PICALM	-	-	-
UGP2	-	-	-
PRRC2B	-	-	-
ITM2B	-	-	-
LAPTM4A	-	-	-
PNRC1	+	TcF	-
FAM49B	-	-	-
LIMCH1	-	-	-
TNPO3	-	-	-
SRRM2	-	-	-
TROVE2	-	-	-
GHITM	-	-	-
MYEOV2	-	-	-
LRRC58	-	-	-
OCIAD1	-	-	-
TMPO	-	-	-
MCMBP	-	-	-
PJA2	-	-	-
HN1	-	-	-
IP6K2	-	-	-
EMC6	-	-	-
TOMM70A	-	-	-
GLS	-	-	-
NUFIP2	-	-	-
GPR85	-	-	-
SAFB	+	TcF	+
PPP6R3	-	-	-
SLC38A1	-	-	-
ARL6IP1	-	-	-
PTP4A2	-	-	-
PPP1R15B	-	-	-
NFIB	+	TF	+
DST	-	-	-
SLC16A1	-	-	-
PTPRF	-	-	-
CNIH4	-	-	-
FAM13B	-	-	-
HIATL1	-	-	-
NPAT	+	TcF	-
TRAPPC8	-	-	-
ATPIF1	-	-	-
GTF2H5	-	-	-
MLLT6	+	TcF	-
SPSB1	-	-	-
TET1	-	-	-
TET2	-	-	-
TET3	-	-	-
AUTS2	-	-	-
ATP5I	-	-	-
CISD1	-	-	-
CRAT	-	-	-
APOO	-	-	-
CRIP2	-	-	-
APOOL	-	-	-
RAB26	-	-	-
RAB37	-	-	-
POU3F2	+	TF	+
POU3F1	+	TF	+
IL16	+	TcF	-
HDX	+	TF	-
LILRB4	-	-	-
KLC3	-	-	-
AT1G28760	-	-	-
PTPA	-	-	-
HAPLN1	-	-	-
UVRAG	-	-	-
UGGT1	-	-	-
AK2	-	-	-
EOMES	+	TF	+
CASZ1	-	-	-
CGGBP1	-	-	-
NFIX	+	TF	+
ABCA2	-	-	-
2510003E04RIK	-	-	-
ADARB1	-	-	-
ADARB2	-	-	-
BRWD3	-	-	-
XIAP	-	-	-
RERE	+	TF	+
BCHE	-	-	-
BST2	-	-	-
C4A	-	-	-
C4BPA	-	-	-
PTTG1IP	-	-	-
C21ORF2	-	-	-
BAZ2B	+	TF	-
SLC25A20	-	-	-
CAST	-	-	-
CD97	-	-	-
2310003H01RIK	-	-	-
CENPC	-	-	-
CTSC	-	-	-
CDK2AP1	-	-	-
LYST	-	-	-
CEP85L	-	-	-
CIRBP	-	-	-
CLPTM1	-	-	-
CEP44	-	-	-
CRYZ	-	-	-
CSNK1G2	-	-	-
CSPG4	-	-	-
CTSZ	-	-	-
BRINP1	-	-	-
DBI	-	-	-
DIAPH2	-	-	-
DLGAP4	-	-	-
DSG1	-	-	-
EIF2S3	-	-	-
EML1	-	-	-
EPB41L2	-	-	-
SPAST	-	-	-
ERF	+	TF	-
ACSL3	-	-	-
FAT1	-	-	-
DENND6A	-	-	-
G6PD	-	-	-
GABPB1	-	-	-
GNS	-	-	-
ESPN	-	-	-
HIST1H1D	+	-	+
HBE1	-	-	-
FAM60A	-	-	-
HEXB	-	-	-
SPRED2	-	-	-
FAM83D	-	-	-
HNMT	-	-	-
HSPA6	-	-	-
4932438A13RIK	-	-	-
HEATR2	-	-	-
NDST1	-	-	-
HYAL1	-	-	-
KIF13B	-	-	-
SP110	+	TF	-
IGHG3	-	-	-
FOXK2	+	TF	-
IPP	-	-	-
COBLL1	-	-	-
KRT3	-	-	-
MAN2C1	-	-	-
CCDC77	-	-	-
CEP85	-	-	-
FIGN	-	-	-
MFAP1	-	-	-
MFAP3	-	-	-
MGAT1	-	-	-
MPG	-	-	-
MYO1B	-	-	-
MTRR	-	-	-
NAB1	+	TcF	-
NDUFB1	-	-	-
CEP104	-	-	-
NEU1	-	-	-
NFKBIL1	-	-	-
NHS	-	-	-
PNP	-	-	-
NRD1	-	-	-
OXA1L	-	-	-
GBF1	-	-	-
PALM	-	-	-
PC	-	-	-
ANKRD26	-	-	-
PCDH7	-	-	-
LRRCC1	-	-	-
PDCD2	-	-	-
PDE3A	-	-	-
MAST3	-	-	-
OXNAD1	-	-	-
PHKG2	-	-	-
PKP2	-	-	-
PON2	-	-	-
PPP1R3B	-	-	-
NHSL1	-	-	-
ANKRD28	-	-	-
PRCP	-	-	-
PPP6R1	-	-	-
PRKRIR	+	TF	-
PRPSAP1	-	-	-
PRSS3	-	-	-
PTPRS	-	-	-
RAD9A	-	-	-
LRR1	-	-	-
GPKOW	-	-	-
KLHL21	-	-	-
BOD1	-	-	-
RBM4	-	-	-
MGP	-	-	-
TAOK2	-	-	-
FBXO21	-	-	-
RPL31	-	-	-
RPS3A	-	-	-
RREB1	+	TF	-
SARS	-	-	-
SDF2	-	-	-
SLC4A2	-	-	-
PHOSPHO1	-	-	-
SLC9A1	-	-	-
SNTB2	-	-	-
PXDC1	-	-	-
SOAT1	-	-	-
SPAG1	-	-	-
SRP54	-	-	-
SSFA2	-	-	-
SLC6A8	-	-	-
STRIP1	-	-	-
STX5	-	-	-
RPRD1B	-	-	-
SLAIN1	-	-	-
SIDT2	-	-	-
TARBP1	-	-	-
SPIRE2	-	-	-
PPP1R11	-	-	-
SLITRK4	-	-	-
SMEK1	-	-	-
TNFAIP1	-	-	-
SCAI	+	TcF	-
TP53BP2	-	-	-
TPM2	-	-	-
TPM4	-	-	-
TBCK	-	-	-
TRIP11	+	TcF	+
TTC3	-	-	-
TUBA3A	-	-	-
RTFDC1	-	-	-
TMEM109	-	-	-
TRAPPC11	-	-	-
NELFA	-	-	-
TPX2	-	-	-
RAB11FIP1	-	-	-
ZBTB25	+	TF	-
LUZP1	-	-	-
PRDM2	+	TF	-
IFRD2	-	-	-
MANF	-	-	-
RAB7A	-	-	-
REEP5	-	-	-
ABHD16A	-	-	-
SLC39A7	-	-	-
MTERF1	-	-	-
CCDC6	-	-	-
KIF1B	-	-	-
CLTCL1	-	-	-
GTPBP6	-	-	-
AKAP17A	-	-	-
RBM10	-	-	-
LAGE3	-	-	-
HIST2H2AA3	-	-	-
HIST1H2BN	-	-	-
SDPR	-	-	-
CDC42BPA	-	-	-
PPFIBP1	-	-	-
PKP4	-	-	-
NIPSNAP1	-	-	-
DGKD	-	-	-
API5	-	-	-
CDK10	-	-	-
AKR7A2	-	-	-
ASMTL	-	-	-
RTCA	-	-	-
MAP9	-	-	-
OASL	-	-	-
LAMTOR3	-	-	-
B4GALT4	-	-	-
TNK1	-	-	-
MYH13	-	-	-
FAM127A	-	-	-
KIF15	-	-	-
MAP7	-	-	-
PQBP1	+	TcF	-
KRT75	-	-	-
FAM50A	-	-	-
NEMF	-	-	-
REPS2	-	-	-
SH3BP5	-	-	-
FXR2	+	-	+
GTPBP1	-	-	-
APOBEC3B	-	-	-
PITPNM1	-	-	-
MTFR1	-	-	-
PDE4DIP	-	-	-
SAFB2	+	TcF	-
DEPDC5	-	-	-
KIAA0391	-	-	-
KIAA0355	-	-	-
MLEC	-	-	-
JADE3	-	-	-
KIAA0101	-	-	-
TM9SF4	-	-	-
PIEZO1	-	-	-
PTDSS1	-	-	-
C2CD5	-	-	-
KIAA0753	-	-	-
EPM2AIP1	-	-	-
RUSC2	-	-	-
UFL1	-	-	-
POM121	-	-	-
OSBPL2	-	-	-
KIAA0196	-	-	-
FAM20B	-	-	-
SEC16A	-	-	-
LPGAT1	-	-	-
KIAA0020	-	-	-
CRYZL1	-	-	-
MVP	-	-	-
ACOT8	-	-	-
ABCC5	-	-	-
SCAMP3	-	-	-
TSSC4	-	-	-
FAM13A	-	-	-
FARP1	-	-	-
RBM6	-	-	-
DHRS2	-	-	-
GPA33	-	-	-
MRPS31	-	-	-
SMCHD1	-	-	-
DSCR3	-	-	-
PIBF1	-	-	-
SEMA3C	-	-	-
LAMTOR5	-	-	-
SLU7	-	-	-
GAS2L1	-	-	-
CELF2	-	-	-
CGRRF1	-	-	-
NES	-	-	-
SDCCAG8	-	-	-
SDCCAG3	-	-	-
PNPLA6	-	-	-
MAGED2	-	-	-
SRSF8	-	-	-
PRSS21	-	-	-
SERINC3	-	-	-
ILVBL	-	-	-
SLC27A4	-	-	-
SLC27A2	-	-	-
IL24	-	-	-
TMED1	-	-	-
PRSS23	-	-	-
CDC42EP1	-	-	-
NUDT3	-	-	-
PKP3	-	-	-
SEC23IP	-	-	-
PROSC	-	-	-
RASSF8	-	-	-
MAN1B1	-	-	-
TUBE1	-	-	-
SYNPO	-	-	-
ADNP2	-	-	-
FNDC3A	-	-	-
BTBD3	-	-	-
ELL2	+	-	+
KIN	-	-	-
SLC4A1AP	-	-	-
RIMS1	-	-	-
TECPR2	-	-	-
MAPKBP1	-	-	-
SPEN	+	TcF	+
MON2	-	-	-
ENDOD1	-	-	-
VWA8	-	-	-
AVL9	-	-	-
PPRC1	+	TcF	-
SETD5	-	-	-
SIPA1L3	-	-	-
IQSEC2	-	-	-
VRK1	-	-	-
GRAMD4	-	-	-
CLCC1	-	-	-
EFR3A	-	-	-
SEPT8	-	-	-
CEP68	-	-	-
PRRC2C	-	-	-
KIAA0922	-	-	-
COBL	-	-	-
KIAA0556	-	-	-
RPRD2	-	-	-
FAM208A	-	-	-
IQCE	-	-	-
TTLL7	-	-	-
TMEM194A	-	-	-
FKBP15	-	-	-
KIAA1033	-	-	-
SYNM	-	-	-
JADE2	-	-	-
UBR4	-	-	-
FNBP4	-	-	-
SPECC1L	-	-	-
KIAA0368	-	-	-
ATP13A2	-	-	-
FBXO46	-	-	-
CAPN7	-	-	-
MACF1	-	-	-
TYW3	-	-	-
TMEM131	-	-	-
GLTSCR1L	-	-	-
ACAP2	-	-	-
NNT	-	-	-
PPP2R3A	-	-	-
KLHDC2	-	-	-
PATZ1	+	TF	+
AMACR	-	-	-
PLD3	-	-	-
TRIM29	+	TcF	-
SDF2L1	-	-	-
APOL2	-	-	-
MTCH1	-	-	-
EML2	-	-	-
PANX1	-	-	-
HYPK	-	-	-
BACE2	-	-	-
NBPF14	-	-	-
ABHD14A	-	-	-
C3ORF17	-	-	-
LETMD1	-	-	-
ANAPC15	-	-	-
POT1	-	-	-
PNISR	-	-	-
KIAA1429	-	-	-
HIGD1A	-	-	-
IBTK	-	-	-
TBC1D10B	-	-	-
C2CD3	-	-	-
SPATS2L	-	-	-
PLEKHG3	-	-	-
LTN1	-	-	-
DECR2	-	-	-
EDRF1	-	-	-
TCTN3	-	-	-
KIAA1279	-	-	-
GAPVD1	-	-	-
TRAF3IP1	-	-	-
C10ORF12	-	-	-
PITPNC1	-	-	-
FAM50B	-	-	-
ERAL1	-	-	-
HSPB8	-	-	-
NUFIP1	-	-	-
ATP2C1	-	-	-
VIM	-	-	-
ATP5S	-	-	-
NFU1	-	-	-
PGAP2	-	-	-
GOLIM4	-	-	-
APOBEC3C	-	-	-
EML4	-	-	-
COA3	-	-	-
AAMDC	-	-	-
NTMT1	-	-	-
ASTE1	-	-	-
COMMD5	-	-	-
SLC43A3	-	-	-
METTL5	-	-	-
CHMP4A	-	-	-
COMMD9	-	-	-
CFAP20	-	-	-
ANKRD11	-	-	-
REPIN1	+	TF	-
UBIAD1	-	-	-
PIK3R4	-	-	-
CDR2L	-	-	-
STOML2	-	-	-
TMED7	-	-	-
GOLT1B	-	-	-
PHF20L1	-	-	-
TRAPPC12	-	-	-
RPL26L1	-	-	-
COMMD2	-	-	-
CEP83	-	-	-
SDF4	-	-	-
DBR1	-	-	-
GPN3	-	-	-
SS18L2	-	-	-
HERC5	-	-	-
ZBTB2	+	TF	+
NIN	-	-	-
CCDC174	-	-	-
NT5C3A	-	-	-
GOLM1	-	-	-
AMZ2	-	-	-
MRPS17	-	-	-
FAM8A1	-	-	-
C9ORF114	-	-	-
NOP16	-	-	-
NELFCD	-	-	-
SIRT6	-	-	-
SRRT	-	-	-
CUTA	-	-	-
LSR	-	-	-
METTL13	-	-	-
DYNC2LI1	-	-	-
OTUD6B	-	-	-
C14ORF166	-	-	-
MRPL48	-	-	-
SARAF	-	-	-
STK26	-	-	-
CALML5	-	-	-
PHAX	-	-	-
H2BFS	-	-	-
GDAP1	-	-	-
DPM3	-	-	-
MIEF1	-	-	-
PLEKHA5	-	-	-
CPVL	-	-	-
DHX29	-	-	-
CCDC93	-	-	-
ANKRD16	-	-	-
MRPL50	-	-	-
FAM35A	-	-	-
MTMR12	-	-	-
EPB41L4B	-	-	-
GNB1L	-	-	-
GTPBP2	-	-	-
MPHOSPH8	+	-	+
SAMD9	-	-	-
AFTPH	-	-	-
BCAS3	-	-	-
CC2D1A	-	-	-
TMEM214	-	-	-
PALMD	-	-	-
FNBP1L	-	-	-
CNTLN	-	-	-
INO80D	-	-	-
MTMR10	-	-	-
CDKAL1	-	-	-
FAM208B	-	-	-
FOCAD	-	-	-
DNAAF5	-	-	-
RASIP1	-	-	-
COMMD4	-	-	-
COMMD8	-	-	-
FAM120C	-	-	-
PARP16	-	-	-
GEMIN8	-	-	-
SLC35F6	-	-	-
AURKAIP1	-	-	-
RMND1	-	-	-
PPP2R3C	-	-	-
HEATR3	-	-	-
NOL8	-	-	-
NRDE2	-	-	-
ENOX1	-	-	-
CCDC186	-	-	-
MED9	-	-	-
AKIRIN2	-	-	-
LARP1B	-	-	-
MSTO1	-	-	-
RNMTL1	-	-	-
RPRD1A	-	-	-
P3H2	-	-	-
LRRC1	-	-	-
PSPC1	+	TcF	-
ABHD10	-	-	-
COPRS	-	-	-
IMPACT	-	-	-
GPALPP1	-	-	-
CHST12	-	-	-
HAUS7	-	-	-
KIF21A	-	-	-
CCDC132	-	-	-
KIF16B	-	-	-
SMPD4	-	-	-
DEPDC1	-	-	-
DENND4C	-	-	-
MREG	-	-	-
DNAJC11	-	-	-
CARKD	-	-	-
AP5M1	-	-	-
RCOR3	+	TF	-
PRR11	-	-	-
FGD6	-	-	-
GLT8D1	-	-	-
PLGRKT	-	-	-
TMEM165	-	-	-
BIN3	-	-	-
NXT2	-	-	-
NKRF	+	-	+
BAIAP2L1	-	-	-
BCAP29	-	-	-
KLHL7	-	-	-
LRRC8A	-	-	-
MUC13	-	-	-
JPH1	-	-	-
GRIPAP1	-	-	-
MDM1	-	-	-
C15ORF39	-	-	-
NCLN	-	-	-
HMCES	-	-	-
C11ORF30	-	-	-
PRDM10	+	TF	-
BBX	+	TF	-
CCDC47	-	-	-
C16ORF62	-	-	-
C12ORF4	-	-	-
CHMP1B	-	-	-
ADCK1	-	-	-
SLC39A10	-	-	-
ERGIC1	-	-	-
CYP20A1	-	-	-
ABHD6	-	-	-
MIF4GD	-	-	-
REXO1	-	-	-
STRIP2	-	-	-
KIAA1211	-	-	-
NLN	-	-	-
ESYT2	-	-	-
MTUS1	-	-	-
KIAA1328	-	-	-
ARHGAP21	-	-	-
CFAP97	-	-	-
KIAA1522	-	-	-
EPB41L5	-	-	-
RNF213	-	-	-
KIAA1598	-	-	-
NCKAP5L	-	-	-
MIER1	-	-	-
EPG5	-	-	-
ANKRD36B	-	-	-
GATAD1	+	TF	-
INIP	-	-	-
CACTIN	-	-	-
AFAP1	-	-	-
SLC25A19	-	-	-
FASTKD5	-	-	-
EEFSEC	-	-	-
C14ORF93	-	-	-
ANO3	-	-	-
MYO1G	-	-	-
RBM26	-	-	-
SNX16	-	-	-
PDF	-	-	-
FBRS	-	-	-
INF2	-	-	-
CCDC14	-	-	-
MTHFSD	-	-	-
ELOVL1	-	-	-
AIDA	-	-	-
C12ORF43	-	-	-
LPIN3	-	-	-
RAPH1	-	-	-
NBEAL1	-	-	-
C5ORF42	-	-	-
PYCRL	-	-	-
C8ORF33	-	-	-
MRPL57	-	-	-
C19ORF43	-	-	-
SCNM1	-	-	-
SPATA5L1	-	-	-
ALG8	-	-	-
LENG1	-	-	-
C1ORF35	-	-	-
TMEM43	-	-	-
GCC1	-	-	-
CORO7	-	-	-
ICE2	-	-	-
C14ORF169	-	-	-
NOL9	-	-	-
COLGALT1	-	-	-
ELMO3	-	-	-
CCDC82	-	-	-
SLTM	-	-	-
QSER1	-	-	-
CSPP1	-	-	-
RPAP2	-	-	-
NUDT18	-	-	-
MRM1	-	-	-
SLC35E1	-	-	-
ERMP1	-	-	-
ESRP2	-	-	-
TRAPPC13	-	-	-
C10ORF88	-	-	-
FAM192A	-	-	-
FOXRED2	-	-	-
FBXL18	-	-	-
C16ORF59	-	-	-
MYO19	-	-	-
PAAF1	-	-	-
TOX4	+	TF	+
ACAD10	-	-	-
ARHGAP39	-	-	-
KIAA1715	-	-	-
CLPTM1L	-	-	-
SYNC	-	-	-
HM13	-	-	-
ACTL8	-	-	-
ISG20L2	-	-	-
HYI	-	-	-
INO80B	-	-	-
C18ORF21	-	-	-
FAM103A1	-	-	-
CD99L2	-	-	-
TBC1D10A	-	-	-
STK40	-	-	-
KATNAL1	-	-	-
ENKD1	-	-	-
WIZ	+	TF	-
ASCC2	-	-	-
TMEM126A	-	-	-
FYTTD1	-	-	-
FLYWCH1	-	-	-
FBXW9	-	-	-
C9ORF89	-	-	-
PHF6	-	-	-
NUDT16L1	-	-	-
C7ORF50	-	-	-
CCDC115	-	-	-
LZIC	-	-	-
ELOF1	-	-	-
HOOK3	-	-	-
KIAA1804	-	-	-
LCOR	+	TF	-
NEURL4	-	-	-
GHDC	-	-	-
C14ORF142	-	-	-
GLYR1	-	-	-
MYPN	-	-	-
HDGFRP2	+	-	+
PSRC1	-	-	-
MPV17L2	-	-	-
MINA	-	-	-
PARP10	-	-	-
RPUSD4	-	-	-
C1ORF198	-	-	-
TMEM209	-	-	-
FAM83A	-	-	-
KRT87P	-	-	-
KIAA1671	-	-	-
CEP295	-	-	-
SSH2	-	-	-
RRP36	-	-	-
PHLDB2	-	-	-
HS6ST2	-	-	-
KIAA2013	-	-	-
C15ORF57	-	-	-
TMEM263	-	-	-
MCU	-	-	-
CEP95	-	-	-
TMEM55B	-	-	-
HN1L	-	-	-
DHX57	-	-	-
FMNL3	-	-	-
DPP9	-	-	-
DDX60L	-	-	-
ACBD5	-	-	-
ANKRD44	-	-	-
DEPDC7	-	-	-
WDR20	-	-	-
RFT1	-	-	-
FAM58A	-	-	-
SNX29	-	-	-
DPH7	-	-	-
SLC38A5	-	-	-
HELB	-	-	-
MVB12A	-	-	-
MMGT1	-	-	-
ARMC6	-	-	-
TBC1D9B	-	-	-
SFXN1	-	-	-
PRKCDBP	-	-	-
RPUSD1	-	-	-
LARP4	-	-	-
EFHC1	-	-	-
PWWP2A	-	-	-
OSBPL5	-	-	-
C1QTNF6	-	-	-
PTPMT1	-	-	-
MB21D1	-	-	-
CCDC124	-	-	-
FAM122A	-	-	-
MRPL54	-	-	-
IP6K3	-	-	-
ARL14EP	-	-	-
C12ORF45	-	-	-
ALKBH2	-	-	-
TARSL2	-	-	-
FOPNL	-	-	-
SLC38A10	-	-	-
KRBA2	-	-	-
C17ORF49	-	-	-
FAM210A	-	-	-
INO80C	-	-	-
C19ORF70	-	-	-
ALDH16A1	-	-	-
IRGQ	-	-	-
MFSD12	-	-	-
ERICH3	-	-	-
C1ORF131	-	-	-
MRPL55	-	-	-
TATDN3	-	-	-
MITD1	-	-	-
CRYBG3	-	-	-
CPEB2	-	-	-
CCDC127	-	-	-
CMBL	-	-	-
C5ORF24	-	-	-
CD109	-	-	-
RPP25L	-	-	-
AMER1	-	-	-
APOBEC3D	-	-	-
NEK7	-	-	-
BRI3BP	-	-	-
ARHGAP42	-	-	-
CWF19L2	-	-	-
CEP128	-	-	-
SEPT10	-	-	-
ARL6IP6	-	-	-
RMDN2	-	-	-
SPICE1	-	-	-
NCBP2-AS2	-	-	-
KCTD7	-	-	-
RBM33	-	-	-
CDCA2	-	-	-
FAM91A1	-	-	-
KIAA1958	-	-	-
FAM122B	-	-	-
NOP9	-	-	-
ITPRIPL2	-	-	-
FAM134C	-	-	-
SDE2	-	-	-
CCDC138	-	-	-
SGMS2	-	-	-
CCDC71L	-	-	-
PPP1R18	-	-	-
PLBD2	-	-	-
